,text,ref_doc_id
316,"Für den Austritt gilt allerdings eine Kündigungsfrist von einem Jahr. Außerdem muss der Kongress dem noch zustimmen. Die USA sind vertraglich verpflichtet, die finanzielle Unterstützung noch bis Ende der laufenden Finanzperiode zu leisten. Washington ist der mit Abstand größte Geldgeber der WHO.
Experten sagen, der plötzliche Kooperationsstopp sei eine Überraschung. Sie waren davon ausgegangen, dass der Rückzug schrittweise erfolgt. Das abrupte Ende der Zusammenarbeit werde die Bekämpfung von Krankheiten wie das Marburg-Virus, Mpox oder die Vogelgrippe erschweren, warnen sie.
Erst vergangene Woche hatte die neue Regierung der CDC und sämtlichen anderen Gesundheitsbehörden einen Maulkorb verpasst. Sie sollen bis mindestens 1. Februar keinerlei öffentliche Kommunikation mehr betreiben - so lange, bis eine neue Leitung sich eingearbeitet hat.
Mit Informationen von Julia Kastein, ARD-Studio Washington",2025-01-28/ausland/article_5.md
317,"Nach Massenprotesten
Serbiens Ministerpräsident will zurücktreten
Stand: 28.01.2025 12:50 Uhr
Seit dem Einsturz eines Bahnhofsvordachs mit 15 Toten protestieren Zehntausende Menschen in Serbien. Sie werfen der Regierung Korruption und Schlamperei vor. Nun erklärte Ministerpräsident Vucevic seinen Rücktritt.
Nach mehrwöchigen Protesten im Land hat der serbische Ministerpräsident Milos Vucevic seinen Rücktritt angekündigt. ""Es ist meine bedingungslose Entscheidung zurückzutreten"", sagte er auf einer Pressekonferenz. Konkret begründete Vucevic seinen Schritt mit einem Vorfall am Montagabend in der Stadt Novi Sad: Ein Schlägertrupp der regierenden Serbischen Fortschrittspartei hatte mit Baseballschlägern mehrere Studenten verletzt.
Vucevic sagte, er wolle mit seinem Rücktritt die Lage beruhigen und die Gesellschaft nicht weiter spalten. Das Kabinett sei in einen technischen Zustand versetzt worden. Auch der Bürgermeister von Novi Sad, Milan Duric, trat zurück.
Vucevic gibt dem Ausland die Schuld
Eine Mitschuld an den Protesten räumte Vucevic allerdings nicht ein. Schuld an der aufgeheizten Stimmung im Land trage das Ausland, das die Protestwelle anheize. Die Demonstrationen wurden durch den Einsturz eines Bahnhofsvordaches in Novi Sad im November ausgelöst. Dabei kamen 15 Menschen ums Leben.
In Vucevics Amtszeit begannen die Renovierungsarbeiten an dem Bahnhof und wurden wenige Monate vor dem Einsturz des Daches abgeschlossen. Viele Serben fordern mehr Transparenz bei den Ermittlungen zur Unglücksursache. Am Montag blockierten erneut Tausende von ihnen einen wichtigen Verkehrsknotenpunkt in der Hauptstadt Belgrad.",2025-01-28/ausland/article_1.md
318,"Vucevic gibt dem Ausland die Schuld
Eine Mitschuld an den Protesten räumte Vucevic allerdings nicht ein. Schuld an der aufgeheizten Stimmung im Land trage das Ausland, das die Protestwelle anheize. Die Demonstrationen wurden durch den Einsturz eines Bahnhofsvordaches in Novi Sad im November ausgelöst. Dabei kamen 15 Menschen ums Leben.
In Vucevics Amtszeit begannen die Renovierungsarbeiten an dem Bahnhof und wurden wenige Monate vor dem Einsturz des Daches abgeschlossen. Viele Serben fordern mehr Transparenz bei den Ermittlungen zur Unglücksursache. Am Montag blockierten erneut Tausende von ihnen einen wichtigen Verkehrsknotenpunkt in der Hauptstadt Belgrad. Sie sind überzeugt, dass das Dach wegen Korruption und Schlamperei der Regierenden einstürzte.
Proteste auch gegen autokratischen Regierungsstil
Die Menschen gehen aber auch gegen die zunehmend autoritäre Regierung von Präsident Aleksandar Vucic auf die Straße. Sie werfen ihm vor, demokratische Freiheiten zu beschränken, obwohl er offiziell den EU-Beitritt Serbiens anstrebt.
Vucic bestimmt seit 2012 die Politik im Land. Angesichts der Proteste zeigen sich viele seiner Gefolgsleute nun zunehmend nervös. Beobachter sprechen von der schwersten Regierungskrise, die Serbien seit dem Sturz der Autokratie des Post-Kommunisten Slobodan Milosevic im Jahr 2000 durchläuft.
Nach dem Rücktritt von Regierungschef Vucevic dürfte es bald vorgezogene Parlamentswahlen im Land geben.
Mit Informationen von Oliver Soos, ARD Wien",2025-01-28/ausland/article_1.md
319,"Reisen nach Nordkorea
Wieder Ferien beim Diktator
Stand: 28.01.2025 16:37 Uhr
Fast fünf Jahre lang waren die Grenzen zu Nordkorea dicht. Doch bald soll das verschlossenste Land der Welt für westliche Besucher wieder zugänglich werden: Erste Reiseveranstalter planen Touren.
Drei Nächte in Rason, ganz im Nordosten des Landes, plus zwei Übernachtungen vorher und nachher in Peking, inklusive Inlandsflüge - für etwa 1.300 Euro pro Person. Das ist das Preisschild für einen Urlaub im Reich von Machthaber Kim Jong Un. Am 18. Februar soll, Stand jetzt, die erste Reise starten - nach fast fünf Jahren Pause.
Bei Koryo Tours und anderen vergleichbaren Reiseveranstaltern, die Trips in die Demokratische Volksrepublik Korea anbieten, laufen die Telefone heiß. Die Nachfrage ist tatsächlich groß.
Wirklich viele andere Kommunikationsmöglichkeiten zwischen den Kontaktleuten in Nordkorea und China, wo die meisten Tour-Anbieter sitzen, gibt es nicht. ""Nordkorea ist und bleibt immer noch eine besondere Herausforderung"", berichtet Koryo-Tours-Geschäftsführer Simon Cockerell im Interview mit dem ARD-Studio Tokio.
Frei bewegen darf sich niemand
Er und sein Team bieten seit mehr als 20 Jahren Trips nach Nordkorea an. Eine so lange Pause wie seit dem Ausbruch der Corona-Pandemie hat es noch nie gegeben. Und auch bei der jetzt verkündeten Öffnung bleiben noch viele, vor allem logistische Fragen offen.
Wenn überhaupt, dürfen die Touristen nur in das Grenzgebiet Rason im Dreiländereck zwischen Nordkorea, Russland und China reisen. Das erreicht man aber nur über den Landweg - und die chinesische Seite der Grenze ist derzeit nicht besetzt. Wann und ob sie öffnet, kann niemand genau sagen.
Wie viele Menschen einreisen dürfen, ist ebenso unklar.",2025-01-28/ausland/article_10.md
320,"Frei bewegen darf sich niemand
Er und sein Team bieten seit mehr als 20 Jahren Trips nach Nordkorea an. Eine so lange Pause wie seit dem Ausbruch der Corona-Pandemie hat es noch nie gegeben. Und auch bei der jetzt verkündeten Öffnung bleiben noch viele, vor allem logistische Fragen offen.
Wenn überhaupt, dürfen die Touristen nur in das Grenzgebiet Rason im Dreiländereck zwischen Nordkorea, Russland und China reisen. Das erreicht man aber nur über den Landweg - und die chinesische Seite der Grenze ist derzeit nicht besetzt. Wann und ob sie öffnet, kann niemand genau sagen.
Wie viele Menschen einreisen dürfen, ist ebenso unklar. Fest steht offenbar nur: Der Rest des Landes, inklusive der Hauptstadt Pjöngjang, bleibt gesperrt, und frei bewegen darf sich ohnehin niemand.
Urlaub im sozialistischen Vorzeigedorf
Sehenswert sei die Gegend ganz im Nordosten des Landes trotzdem, behauptete Cockerell. Er spricht von einer landschaftlich ""wirklich schönen Ecke"". Rason sei bekannt für die Schönheit seiner Küste.
Es gebe viele Bauernhöfe und Fabriken, die besichtigt werden können - Schuhfabriken, Taschenfabriken, Brauereien, ein großes Casino, unzählige Hotels und den ersten und einzigen für Touristen legalen Markt. Eine Art sozialistisches Vorzeigedorf also. Zufällig verirrt sich hierhin kein Tourist.
Besonders Menschen, die sich zum Ziel gesetzt hätten, jedes Land der Welt einmal zu besuchen, könnten es kaum erwarten, ihren Fuß nach Nordkorea zu setzen. ""Vielen fehlt nur noch dieses eine Land auf ihrer Liste"", sagt Cockerell, der mit seiner Agentur auch Reisen in andere ""komplizierte"" Länder wie etwa Turkmenistan anbietet.
Indiz für schrittweise Öffnung?",2025-01-28/ausland/article_10.md
321,"Rason sei bekannt für die Schönheit seiner Küste.
Es gebe viele Bauernhöfe und Fabriken, die besichtigt werden können - Schuhfabriken, Taschenfabriken, Brauereien, ein großes Casino, unzählige Hotels und den ersten und einzigen für Touristen legalen Markt. Eine Art sozialistisches Vorzeigedorf also. Zufällig verirrt sich hierhin kein Tourist.
Besonders Menschen, die sich zum Ziel gesetzt hätten, jedes Land der Welt einmal zu besuchen, könnten es kaum erwarten, ihren Fuß nach Nordkorea zu setzen. ""Vielen fehlt nur noch dieses eine Land auf ihrer Liste"", sagt Cockerell, der mit seiner Agentur auch Reisen in andere ""komplizierte"" Länder wie etwa Turkmenistan anbietet.
Indiz für schrittweise Öffnung?
Seine Kunden würden sich bewusst für einen Aufenthalt in einem Staat entscheiden, in dem die Freiheiten sehr eingeschränkt sind, wo es fast kein Internet gibt, wo man nicht tun und lassen kann, was man will. Sie müssen sich aber erstmal gedulden.
Tatsächlich deutet vieles darauf hin, dass Reisen nach Nordkorea sehr bald wieder möglich sein werden. Zum Erstaunen vieler Beobachter hat der Zoo von Pjöngjang plötzlich eine englischsprachige Webseite online gestellt. Womöglich ist es ein Indiz für die vom Regime geplante weitere schrittweise Öffnung für Ausländer.
Seit etwa einem Jahr dürfen nur russische Staatsangehörige zu touristischen Zwecken einreisen. Vermutlich ist es eine Art Zugeständnis von Machthaber Kim Jong Un an seinen Freund, Kremlchef Wladimir Putin.
Bürger aus dem in der nordkoreanischen Verfassung als ""Feindstaat Nummer 1"" deklarierten Südkorea dürfen weiterhin nicht einreisen. Manche Regierungen, etwa die der USA, verbieten ihren Staatsbürgern, in das Land einzureisen.",2025-01-28/ausland/article_10.md
322,"Zum Erstaunen vieler Beobachter hat der Zoo von Pjöngjang plötzlich eine englischsprachige Webseite online gestellt. Womöglich ist es ein Indiz für die vom Regime geplante weitere schrittweise Öffnung für Ausländer.
Seit etwa einem Jahr dürfen nur russische Staatsangehörige zu touristischen Zwecken einreisen. Vermutlich ist es eine Art Zugeständnis von Machthaber Kim Jong Un an seinen Freund, Kremlchef Wladimir Putin.
Bürger aus dem in der nordkoreanischen Verfassung als ""Feindstaat Nummer 1"" deklarierten Südkorea dürfen weiterhin nicht einreisen. Manche Regierungen, etwa die der USA, verbieten ihren Staatsbürgern, in das Land einzureisen.
Auswärtiges Amt rät von Reisen ab
Deutsche benötigen nach Angaben der Reiseveranstalter ein gültiges chinesisches Visum und können dann die Einreise nach Nordkorea beantragen. Da gebe es in den seltensten Fällen Probleme, so Cockerell.
Das Auswärtige Amt rät auf seiner Homepage jedoch von Reisen in das Land dringend ab. Die Deutsche Botschaft ist wie die anderer europäischer Staaten seit März 2020 geschlossen. Es gibt also keine konsularische Unterstützung für deutsche Touristen.
Noch ist also vieles unsicher und unklar. ""Seid diesmal wirklich bereit"", habe man ihm aber aus Nordkorea gesagt, erzählt Reiseveranstalter Cockerell. Offenbar sind die Ferien beim Diktator also nur noch eine Frage von Wochen.",2025-01-28/ausland/article_10.md
323,"US-Justizministerium
An Trump-Verfahren beteiligte Beamte entlassen
Stand: 28.01.2025 10:58 Uhr
Zwei Verfahren gegen US-Präsident Trump wurden auf Bundesebene fallen gelassen. Beteiligte Mitarbeiter des Justizministeriums sollen nun entlassen worden sein. Auch in der Entwicklungsbehörde mussten offenbar Leute gehen.
Das US-Justizministerium entlässt Medienberichten zufolge mehrere Mitarbeiter, die an den Untersuchungen gegen den nun amtierenden Präsidenten Donald Trump beteiligt waren. Der kommissarische Justizminister James McHenry habe Zweifel daran, ""dass sie bei der getreuen Umsetzung der Agenda des Präsidenten helfen"", berichteten unter anderem die Washington Post und der Sender ABC News unter Berufung auf Ministeriumskreise.
Die plötzliche Maßnahme gegen Staatsanwälte, die im Team des Sonderermittlers Jack Smith tätig waren, der wegen Betrugs bei der Wahl 2020 gegen Trump ermittelt hatte, ist der jüngste Ausweis der Entschlossenheit der neuen Regierung, Mitarbeiter loszuwerden, die sie als nicht loyal gegenüber Trump betrachtet.
Ein Vertreter des Justizministeriums, der anonym bleiben wollte, bestätigte der Nachrichtenagentur AP, dass die Entlassungen von McHenry veranlasst wurden. Trumps Wunschjustizministerin Pam Bondi muss noch vom Senat bestätigt werden, so lange wird die Behörde von McHenry geleitet.
Verfahren wegen Wahlbetrugs und Rolle beim Kapitol-Sturm
Unter Trumps Amtsvorgänger Joe Biden hatte der damalige Justizminister Merrick Garland den Sonderermittler Jack Smith eingesetzt. Smiths Auftrag war es, Trumps Umgang mit geheimen Dokumenten nach dessen Ausscheiden aus dem Weißen Haus im Jahr 2021 ebenso zu untersuchen wie seine mutmaßlichen Versuche, das Ergebnis der Präsidentschaftswahl 2020 zu kippen.
Nach Trumps Wahlsieg am 5.",2025-01-28/ausland/article_0.md
324,"Trumps Wunschjustizministerin Pam Bondi muss noch vom Senat bestätigt werden, so lange wird die Behörde von McHenry geleitet.
Verfahren wegen Wahlbetrugs und Rolle beim Kapitol-Sturm
Unter Trumps Amtsvorgänger Joe Biden hatte der damalige Justizminister Merrick Garland den Sonderermittler Jack Smith eingesetzt. Smiths Auftrag war es, Trumps Umgang mit geheimen Dokumenten nach dessen Ausscheiden aus dem Weißen Haus im Jahr 2021 ebenso zu untersuchen wie seine mutmaßlichen Versuche, das Ergebnis der Präsidentschaftswahl 2020 zu kippen.
Nach Trumps Wahlsieg am 5. November wurden die beiden Strafverfahren aufgegeben. Smith begründete dies mit der Gepflogenheit, dass das Justizministerium keine Ermittlungen gegen amtierende Präsidenten führe - er selbst verließ das Ministerium. In einem rund 130 Seiten umfassenden Bericht, der laut US-Medien wenige Tage vor Trumps Vereidigung dem Kongress übergeben wurde, betonte der Sonderermittler jedoch, dass Trump seiner Einschätzung nach nur dank seiner Wiederwahl einer Verurteilung wegen Wahlbetrugs entgangen sei.
Der Republikaner war unter anderem wegen Wahlbetrugs und seiner Rolle beim Sturm auf das US-Kapitol am 6. Januar 2021 angeklagt worden. Bei einer Verurteilung hätte ihm eine jahrzehntelange Haftstrafe gedroht. Trump wies die Vorwürfe wiederholt zurück und stellte sich im Wahlkampf als Opfer einer politisch motivierten Hexenjagd dar, an der auch Smith beteiligt sei.
56 Mitarbeiter der Entwicklungsbehörde beurlaubt
Auch in der US-Behörde für Entwicklungszusammenarbeit (USAid) müssen offenbar 56 ranghohe Mitarbeiter gehen - sie seien bis auf Weiteres bei vollem Gehalt beurlaubt worden, berichteten die Nachrichtenagenturen AP und Reuters unter Berufung aus Behördenkreise.",2025-01-28/ausland/article_0.md
325,"Januar 2021 angeklagt worden. Bei einer Verurteilung hätte ihm eine jahrzehntelange Haftstrafe gedroht. Trump wies die Vorwürfe wiederholt zurück und stellte sich im Wahlkampf als Opfer einer politisch motivierten Hexenjagd dar, an der auch Smith beteiligt sei.
56 Mitarbeiter der Entwicklungsbehörde beurlaubt
Auch in der US-Behörde für Entwicklungszusammenarbeit (USAid) müssen offenbar 56 ranghohe Mitarbeiter gehen - sie seien bis auf Weiteres bei vollem Gehalt beurlaubt worden, berichteten die Nachrichtenagenturen AP und Reuters unter Berufung aus Behördenkreise. Hintergrund soll demnach ein mutmaßlicher Versuch sein, Anordnungen Trumps zu unterlaufen.
Der Präsident hatte vergangene Woche per Dekret die amerikanischen Auslandshilfen fast vollständig eingefroren. Laut einem internen Schreiben der Behörde, das der AP vorliegt, stellte der neue Direktor Jason Gray fest, dass es innerhalb von USAid Versuche gegeben habe, die Anweisungen zu umgehen. Um welche Anordnung es geht, ist nicht bekannt.
Wollten die Mitarbeiter weiter unterstützen?
Die Beurlaubten sind erfahrene Mitarbeiter, einige von ihnen waren schon in Trumps erster Amtszeit für USAid tätig, wie ein ehemaliger Vertreter der Behörde der AP sagte. Vor ihrer Beurlaubung hätten sie sich bemüht, Hilfsorganisationen bei der Bewältigung des Finanzierungsstopps zu unterstützen und Ausnahmeregelungen zu beantragen, um lebensrettende Maßnahmen fortzusetzen. Dazu gehörten demnach die Versorgung von Kriegsflüchtlingen im Sudan mit sauberem Wasser und die weltweite Beobachtung der Vogelgrippe.
Die Mitarbeiter sollen dem internen Schreiben zufolge beurlaubt bleiben, bis eine Analyse der Vorgänge abgeschlossen ist. Neben ihnen seien auch mehrere Hundert Kooperationspartner der Entwicklungsbehörde entlassen worden.",2025-01-28/ausland/article_0.md
326,"Freilassung von Libyer in Italien
Staatsanwaltschaft ermittelt gegen Meloni
Stand: 28.01.2025 20:03 Uhr
Italiens Staatsanwaltschaft ermittelt gegen Ministerpräsidentin Meloni wegen der Freilassung eines international gesuchten libyschen Milizenführers. Ihr werde unter anderem Beihilfe zu einer Straftat vorgeworfen, teilte sie mit.
Die italienische Justiz ermittelt gegen Ministerpräsidentin Giorgia Meloni wegen der umstrittenen Freilassung eines vom Internationalen Strafgerichtshof (IStGH) wegen Kriegsverbrechen gesuchten Libyers. Sie werde unter anderem der Beihilfe zu einem Verbrechen verdächtigt, teilte Meloni mit. Ein entsprechendes Verfahren gegen sie sei bereits eingeleitet. Die Staatsanwälte ermittelten auch gegen Justizminister Carlo Nordio, Innenminister Matteo Piantedosi und den Staatssekretär für Geheimdienstangelegenheiten, Alfredo Mantovano.
Meloni erklärte, sie sei nicht zum Rücktritt verpflichtet. Dass gegen sie ermittelt werde, bedeute weder, dass sie schuldig sei, noch dass zwangsläufig formelle Anklagen folgen würden. ""Ich lasse mich nicht erpressen, ich lasse mich nicht einschüchtern, und deshalb bin ich, sagen wir mal, bei denen unbeliebt, die nicht wollen, dass Italien sich ändert und besser wird"", schrieb Meloni auf Facebook.
IStGH wirft Libyer Mord, Folter und Vergewaltigung vor
In dem Fall geht es um Osama Almasri Najeem, Chef der libyschen Kriminalpolizei und einer der Leiter der berüchtigten Haftanstalten der von der Regierung in der libyschen Hauptstadt Tripolis unterstützten Miliz SDF. Der Truppe, die als eine Art Militärpolizei fungiert, werden eine Reihe von Gräueltaten während des Bürgerkriegs in Libyen vorgeworfen.",2025-01-28/ausland/article_11.md
327,"""Ich lasse mich nicht erpressen, ich lasse mich nicht einschüchtern, und deshalb bin ich, sagen wir mal, bei denen unbeliebt, die nicht wollen, dass Italien sich ändert und besser wird"", schrieb Meloni auf Facebook.
IStGH wirft Libyer Mord, Folter und Vergewaltigung vor
In dem Fall geht es um Osama Almasri Najeem, Chef der libyschen Kriminalpolizei und einer der Leiter der berüchtigten Haftanstalten der von der Regierung in der libyschen Hauptstadt Tripolis unterstützten Miliz SDF. Der Truppe, die als eine Art Militärpolizei fungiert, werden eine Reihe von Gräueltaten während des Bürgerkriegs in Libyen vorgeworfen.
Der Haftbefehl des IStGH gegen Najeem fußt aber auf Verbrechen in jüngerer Zeit, unter anderem in den SDF-Haftanstalten. Demnach wirft der Gerichtshof ihm Kriegsverbrechen und Verbrechen gegen die Menschlichkeit vor - unter anderem Mord, Folter und Vergewaltigung von Gefangenen.
Fall ist für die italienische Regierung brisant
Am 19. Januar war Najeem nach einem Hinweis des IStGH in der italienischen Stadt Turin festgenommen worden, zwei Tage später aber wieder freigekommen und unmittelbar nach Tripolis geflogen worden, wo er von Anhängern jubelnd empfangen wurde. Mehreren Medienberichten zufolge wurde für Najeems Flug eine Maschine des italienischen Staates benutzt.
Als Vertragsstaat des IStGH muss Italien vom Strafgerichtshof gesuchte Verdächtige verhaften. Allerdings unterstützt die Regierung in Rom die libysche Küstenwache dabei, Migranten an der Fahrt nach Italien zu hindern. Ein Prozess gegen Najeem vor dem IStGH könnte ein Schlaglicht darauf werfen. In den SDF-Haftanstalten in Libyen werden auch Migranten festgehalten.",2025-01-28/ausland/article_11.md
328,"Mehreren Medienberichten zufolge wurde für Najeems Flug eine Maschine des italienischen Staates benutzt.
Als Vertragsstaat des IStGH muss Italien vom Strafgerichtshof gesuchte Verdächtige verhaften. Allerdings unterstützt die Regierung in Rom die libysche Küstenwache dabei, Migranten an der Fahrt nach Italien zu hindern. Ein Prozess gegen Najeem vor dem IStGH könnte ein Schlaglicht darauf werfen. In den SDF-Haftanstalten in Libyen werden auch Migranten festgehalten. Menschenrechtler werfen Italien vor, durch Absprachen mit der Regierung in Tripolis für Misshandlungen in den Gefängnissen mitverantwortlich zu sein.
Außenminister Tajani: IStGH ""nicht das Wort Gottes""
Innenminister Piantedosi hatte vergangene Woche gesagt, das römische Berufungsgericht habe Najeem Freilassung angeordnet, weil es seine Verhaftung als nicht verfahrenskonform angesehen habe. Laut Innenministerium war Najeem freigekommen, weil die örtliche Polizei das Justizministerium nicht sofort über die Verhaftung informiert habe - was aber vorgeschrieben sei. Piantedosi hatte später von einer ""sozialen Gefährlichkeit"" Najeem gesprochen. Aus Gründen der Staatssicherheit habe er daher eine Ausweisungsverfügung erlassen.
Außenminister Antonio Tajani hatte zudem gesagt, der IStGH sei ""nicht das Wort Gottes und nicht die Quelle aller Wahrheit"". Auch sei Italien ein souveränes Land ""und wir treffen unsere eigenen Entscheidungen"".
Der Internationale Strafgerichtshof untersucht seit dem Bürgerkrieg in Libyen im Jahr 2011 schwere Verbrechen in dem Land. Nach IStGH-Angaben war Italien im Zuge der erwarteten Festnahme aufgefordert worden, sich mit dem Gericht in Verbindung zu setzen, falls es Probleme mit dem Verhaftungsprozess gebe.",2025-01-28/ausland/article_11.md
329,"Piantedosi hatte später von einer ""sozialen Gefährlichkeit"" Najeem gesprochen. Aus Gründen der Staatssicherheit habe er daher eine Ausweisungsverfügung erlassen.
Außenminister Antonio Tajani hatte zudem gesagt, der IStGH sei ""nicht das Wort Gottes und nicht die Quelle aller Wahrheit"". Auch sei Italien ein souveränes Land ""und wir treffen unsere eigenen Entscheidungen"".
Der Internationale Strafgerichtshof untersucht seit dem Bürgerkrieg in Libyen im Jahr 2011 schwere Verbrechen in dem Land. Nach IStGH-Angaben war Italien im Zuge der erwarteten Festnahme aufgefordert worden, sich mit dem Gericht in Verbindung zu setzen, falls es Probleme mit dem Verhaftungsprozess gebe. Najeem sei jedoch ohne vorherige Ankündigung oder Konsultation des IStGH freigelassen worden.",2025-01-28/ausland/article_11.md
330,"Protest gegen Ruanda
Demonstranten greifen Botschaften im Kongo an
Stand: 28.01.2025 15:58 Uhr
Die Spannungen in der Demokratischen Republik Kongo haben die Hauptstadt Kinshasa erreicht. Gewalttätige Demonstranten griffen Auslandsvertretungen an. Im Osten des Landes droht eine humanitäre Katastrophe.
Bei den Ausschreitungen in der Demokratischen Republik Kongo sind die Botschaften Frankreichs, Ruandas, Belgiens und der Niederlande angegriffen worden. Eine unmittelbare Gefahr für Botschaftsmitarbeiter und Besucher habe zu keinem Zeitpunkt bestanden, teilte das Außenministerium der ehemaligen belgischen Kolonialmacht mit. Laut niederländischem Außenamt scheint sich die Lage bereits wieder zu stabilisieren, lokale Sicherheitstruppen würden das Gebäude schützen.
Die deutsche Botschaft in Kinshasa ist nach Angaben des Auswärtigen Amtes bisher nicht betroffen. ""Die Kolleginnen und Kollegen der Botschaft in Kinshasa stehen mit unserem Krisenreaktionszentrum im engen Austausch und haben Vorsorgemaßnahmen getroffen"", teilte das Außenministerium mit.
Das Bundesentwicklungsministerium sagte geplante Regierungskonsultationen mit Ruanda ab. ""In der aktuellen Eskalation kann es kein Business as usual geben"", sagte ein Ministeriumssprecher der Nachrichtenagentur AFP. Er forderte ein Ende der Eskalation durch Ruanda und die Rebellengruppe M23 sowie den Rückzug aus Goma.
Plünderungen in der Hauptstadt Kinshasa
In der Hauptstadt Kinshasa kam es zu Plünderungen und Brandstiftungen. Die Polizei setzte Tränengas ein. Die Demonstranten in Kinshasa forderten, die internationale Gemeinschaft müsse Druck auf Ruanda ausüben, damit dieses die Unterstützung der Rebellen beende. Die ruandische Regierung weist eine Einmischung zurück.",2025-01-28/ausland/article_4.md
331,"Das Bundesentwicklungsministerium sagte geplante Regierungskonsultationen mit Ruanda ab. ""In der aktuellen Eskalation kann es kein Business as usual geben"", sagte ein Ministeriumssprecher der Nachrichtenagentur AFP. Er forderte ein Ende der Eskalation durch Ruanda und die Rebellengruppe M23 sowie den Rückzug aus Goma.
Plünderungen in der Hauptstadt Kinshasa
In der Hauptstadt Kinshasa kam es zu Plünderungen und Brandstiftungen. Die Polizei setzte Tränengas ein. Die Demonstranten in Kinshasa forderten, die internationale Gemeinschaft müsse Druck auf Ruanda ausüben, damit dieses die Unterstützung der Rebellen beende. Die ruandische Regierung weist eine Einmischung zurück.
Auslöser der Unruhen war ein Vormarsch der Rebellengruppe M23 im Osten des Landes. Die Miliz hatte nach eigenen Angaben zu Beginn der Woche die Großstadt Goma mit rund zwei Millionen Einwohnern eingenommen.
Auch UN-Blauhelmsoldaten sind in die Kämpfe verwickelt worden. Südafrika teilte mit, drei seiner Soldaten seien in einem Kreuzfeuer zwischen Regierungstruppen und Rebellen getötet worden. Der unabhängige UN-Expertenrat für den Kongo ging in seinem jüngsten Bericht Ende 2024 von mindestens 3.000 bis 4.000 ruandischen Soldaten im Ostkongo aus. Ruanda bestreitet, die Rebellen zu unterstützen.
Humanitäre Hilfen teilweise unterbrochen
Auch die Internationalen Kontaktgruppe für die Afrikanischen Großen Seen forderte ein Ende der Offensive und den ungehinderten Zugang zu Goma für humanitäre Helfer. Der Kontaktgruppe gehören neben Vertretern aus Deutschland auch Vertreter aus Dänemark, Belgien, der Europäischen Union, Frankreich, den Niederlanden, Schweden, der Schweiz, den USA und Großbritannien an.
Die UN warnten, dass die Nahrungsmittelhilfe in und um Goma vorübergehend eingestellt worden sei.",2025-01-28/ausland/article_4.md
332,"Ruanda bestreitet, die Rebellen zu unterstützen.
Humanitäre Hilfen teilweise unterbrochen
Auch die Internationalen Kontaktgruppe für die Afrikanischen Großen Seen forderte ein Ende der Offensive und den ungehinderten Zugang zu Goma für humanitäre Helfer. Der Kontaktgruppe gehören neben Vertretern aus Deutschland auch Vertreter aus Dänemark, Belgien, der Europäischen Union, Frankreich, den Niederlanden, Schweden, der Schweiz, den USA und Großbritannien an.
Die UN warnten, dass die Nahrungsmittelhilfe in und um Goma vorübergehend eingestellt worden sei. Die Hilfsorganisation Caritas international kündigte an, trotz der gefährlichen und unübersichtlichen Lage in Goma weiterhin humanitäre und medizinische Hilfe zu leisten - beispielsweise auch in der Geburtshilfe.
Vergewaltigungen in Goma - Virenlabor in Gefahr?
Es gebe Berichte über Vergewaltigungen, Plünderungen und Angriffe auf medizinische Einrichtungen in Goma, sagte der Sprecher des UN-Nothilfebüros OCHA. Das Internationale Komitee vom Roten Kreuz (IKRK) warnte vor einem Austritt von Virenproben aus einem Labor in der Stadt - darunter solche des Ebola-Virus.
Der IKRK-Regionaldirektor für Afrika, Patrick Youssef, äußerte Sorgen um die ""Situation im Labor des Nationalen Instituts für biomedizinische Forschung, in dem die Gefahr eines Stromausfalls besteht"". Ein Austritt könne ""unvorstellbare Konsequenzen"" haben.
Hunderttausende Menschen vertrieben
Am Montag wurden in Goma mehr als 360 Menschen in Krankenhäusern behandelt, die bei den Kämpfen verletzt wurden. Nach Zählung der Nachrichtenagentur AFP gab es an diesem Tag mindestens 17 Tote. Nach Angaben der Vereinten Nationen wurden seit Monatsbeginn durch die Kämpfe 400.000 Menschen in der Region vertrieben.",2025-01-28/ausland/article_4.md
333,"Der IKRK-Regionaldirektor für Afrika, Patrick Youssef, äußerte Sorgen um die ""Situation im Labor des Nationalen Instituts für biomedizinische Forschung, in dem die Gefahr eines Stromausfalls besteht"". Ein Austritt könne ""unvorstellbare Konsequenzen"" haben.
Hunderttausende Menschen vertrieben
Am Montag wurden in Goma mehr als 360 Menschen in Krankenhäusern behandelt, die bei den Kämpfen verletzt wurden. Nach Zählung der Nachrichtenagentur AFP gab es an diesem Tag mindestens 17 Tote. Nach Angaben der Vereinten Nationen wurden seit Monatsbeginn durch die Kämpfe 400.000 Menschen in der Region vertrieben.
Im Dezember 2024 waren Friedensverhandlungen zwischen der Demokratischen Republik Kongo und Ruanda unter Vermittlung Angolas gescheitert. Die an Bodenschätzen reichen kongolesischen Provinzen Nord- und Süd-Kivu im Osten des zentralafrikanischen Landes sind seit drei Jahrzehnten von Konflikten geprägt.",2025-01-28/ausland/article_4.md
